,Entretien
399,RÉPARER - CYLINDRE DE LEVAGE,RÉPARER - POMPE À INJECTION,REMPLACER - CHASSIS PIÈCE CARROSSERIE
400,RÉPARER - FILAGE ÉLECTRIQUE,AJUSTER - RÉGLEUR (Slack ajuster),REMPLACER - ESSUIE-GLACE,REMPLACER - TRANSMISSION ROULEMENT DE CENTRE (Bearing) BOÎTE DE TRANSFERT
401,RÉPARER - ALTERNATEUR
402,REMPLACER - PLAQUETTES,RÉPARER - LUBRIFICATION
403,REMPLACER - MOTEUR DE CHAUFFERETTE
404,NETTOYER / LAVER - DISQUES
405,RÉPARER - JET DE LAVE-VITRE
406,REMPLACER - BATTERIE,RÉPARER - FILAGE ÉLECTRIQUE
407,INSTALLER - PNEU PNEU ROUE,NETTOYER / LAVER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT
408,RÉPARER - RÉGLEUR (Slack ajuster)
409,MODIFIER - TRANSMISSION ARBRE D'ENTRAÎNEMENT (Drive shaft) BOÎTE DE TRANSFERT,RÉPARER - CHASSIS PIÈCE CARROSSERIE,MODIFIER - BOYAUX À AIR
410,REMPLACER - FABRIQUE SYSTÈME ÉLECTRIQUE
411,AJUSTER - CHASSIS PIÈCE CARROSSERIE
412,REMPLACER - ALTERNATEUR
413,REMPLACER - GYROPHARE
414,REMPLACER - AMORTISSEUR,REMPLACER - ESSUIE-GLACE,RÉPARER - FILAGE ÉLECTRIQUE
415,RÉPARER - RÉSERVOIR À AIR
416,REMPLACER - RÉSISTANCE,REMPLACER - CHASSIS PIÈCE CARROSSERIE
417,REMPLACER - FILAGE ÉLECTRIQUE
418,REMPLACER - AMORTISSEUR
419,REMPLACER - ALTERNATEUR
420,REMPLACER - ESSUIE-GLACE,REMPLACER - HUILE + FILTRE
421,REMPLACER - PNEU HUILE (Bearing de roue) ROUE
422,REMPLACER - MISE AU POINT (Tune -up)
423,AJUSTER - AJUSTEMENT D'USAGE
424,RÉPARER - FLÈCHE SIGNALÉTIQUE
425,REMPLACER - TUYAUX ET BOYAUX
426,REMPLACER - MISE AU POINT (Tune -up)
427,REMPLACER - CHASSIS PIÈCE CARROSSERIE
428,RÉPARER - TABLE DE SUSPENSION
429,AJUSTER - CHASSIS PIÈCE CARROSSERIE
430,INSTALLER - COMPOSANTE MAJEURE DU MOTEUR
431,RÉPARER - FILAGE ÉLECTRIQUE
432,REMPLACER - DISQUES
433,REMPLACER - BOUCHONS
434,RÉPARER - FILAGE ÉLECTRIQUE,RÉPARER - FILAGE ÉLECTRIQUE
435,REMPLACER - BATTERIE
436,REMPLACER - AMORTISSEUR,AJUSTER - SABOTS
437,REMPLACER - ALTERNATEUR
438,REMPLACER - GYROPHARE,INSTALLER - AJUSTEMENT D'USAGE
439,RÉPARER - FILAGE ÉLECTRIQUE,RÉPARER - FILAGE ÉLECTRIQUE
440,RÉPARER - FLÈCHE SIGNALÉTIQUE,REMPLACER - HUILE + FILTRE,AJUSTER - CHASSIS PIÈCE CARROSSERIE
441,REMPLACER - HUILE + FILTRE,REMPLACER - MISE AU POINT (Tune -up),REMPLACER - PIN ET COUSSINET (Bushing de lame)
442,RÉPARER - FILAGE ÉLECTRIQUE
443,RÉPARER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT
444,RÉPARER - AJUSTEMENT D'USAGE,REMPLACER - CHASSIS PIÈCE CARROSSERIE
445,VÉRIFIER - ALTERNATEUR
446,REMPLACER - ALTERNATEUR
447,REMPLACER - AJUSTEMENT D'USAGE,REMPLACER - AJUSTEMENT D'USAGE
448,VÉRIFIER - DISQUES
449,AJUSTER - AJUSTEMENT D'USAGE
450,AJUSTER - SYSTÈME D'ALARME,AJUSTER - CHASSIS PIÈCE CARROSSERIE
451,REMPLACER - CAPTEUR
452,REMPLACER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT,AJUSTER - RÉGLEUR (Slack ajuster)
453,INSTALLER - AJUSTEMENT D'USAGE
454,REMPLACER - PLAQUETTES,REMPLACER - FILAGE ÉLECTRIQUE
455,RÉPARER - FILAGE ÉLECTRIQUE
456,REMPLACER - PNEU PNEU ROUE
457,RÉPARER - FILAGE ÉLECTRIQUE,REMPLACER - TRANSMISSION HUILE (entretien) + FILTRE BOÎTE DE TRANSFERT,AJUSTER - PNEU PNEU ROUE,RÉPARER - AIR DRYER,RÉPARER - FILAGE ÉLECTRIQUE
458,RÉPARER - SYSTÈME DE VITRE ÉLECTRIQUE
459,AJUSTER - PNEU PNEU ROUE,NETTOYER / LAVER - CAME EN S (S-Cam),AJUSTER - CAME EN S (S-Cam),RÉPARER - RÉSERVOIR À LAVE-VITRE,MODIFIER - GARDE
460,RÉPARER - VANAIR,RÉPARER - ESSUIE-GLACE,REMPLACER - PNEU PNEU ROUE,REMPLACER - HUILE + FILTRE
461,REMPLACER - CARBURANT+ FILTRE
462,REMPLACER - PNEU PNEU ROUE,REMPLACER - HUILE + FILTRE,NETTOYER / LAVER - FUITE HUILE,REMPLACER - COUSSIN,REMPLACER - HUILE + FILTRE,REMPLACER - ESSUIE-GLACE
463,RÉPARER - VANAIR,AJUSTER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - HUILE + FILTRE,REMPLACER - PNEU PNEU ROUE
464,REMPLACER - COUSSIN,AJUSTER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - PNEU PNEU ROUE
465,AJUSTER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - PNEU PNEU ROUE,AJUSTER - CHASSIS PIÈCE CARROSSERIE
466,REMPLACER - PNEU PNEU ROUE
467,REMPLACER - PNEU PNEU ROUE,AJUSTER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - COUSSIN
468,REMPLACER - PNEU PNEU ROUE,AJUSTER - CHASSIS PIÈCE CARROSSERIE
469,NETTOYER / LAVER - AIR DRYER,MODIFIER - PNEU PNEU ROUE,MODIFIER - VALVE DE SUSPENSION,AJUSTER - AIR DRYER
470,RÉPARER - GYROPHARE
471,INSPECTER VISUELLEMENT - PNEU ROULEMENT DE ROUE (bearing de roue) ROUE
472,REMPLACER - DÉMARREUR
473,REMPLACER - BATTERIE
474,REMPLACER - CARBURANT+ FILTRE
475,REMPLACER - MISE AU POINT (Tune -up)
476,REMPLACER - FLÈCHE SIGNALÉTIQUE
477,REMPLACER - VANAIR
478,INSTALLER - AJUSTEMENT D'USAGE
479,INSTALLER - AJUSTEMENT D'USAGE
480,INSTALLER - AJUSTEMENT D'USAGE
481,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
482,REMPLACER - COMPOSANTE MAJEURE DU MOTEUR
483,REMPLACER - SABOTS,REMPLACER - HUILE + FILTRE,REMPLACER - COUSSIN,REMPLACER - JOINT ÉTANCHÉITÉ,REMPLACER - HUILE + FILTRE
484,REMPLACER - PNEU PNEU ROUE
485,REMPLACER - MISE AU POINT (Tune -up)
486,INSTALLER - PNEU PNEU ROUE
487,REMPLACER - PNEU PNEU ROUE
488,INSTALLER - PNEU PNEU ROUE
489,INSTALLER - PNEU PNEU ROUE
490,REMPLACER - PNEU PNEU ROUE
491,REMPLACER - PNEU PNEU ROUE
492,INSTALLER - PNEU PNEU ROUE
493,INSTALLER - PNEU PNEU ROUE
494,REMPLACER - PNEU PNEU ROUE
495,INSTALLER - PNEU PNEU ROUE
496,INSTALLER - PNEU PNEU ROUE
497,INSTALLER - PNEU PNEU ROUE
498,INSTALLER - PNEU PNEU ROUE
499,INSTALLER - PNEU PNEU ROUE
500,INSTALLER - PNEU PNEU ROUE
501,REMPLACER - PNEU PNEU ROUE
502,INSTALLER - PNEU PNEU ROUE
503,REMPLACER - PNEU PNEU ROUE
504,INSTALLER - PNEU PNEU ROUE
505,INSTALLER - PNEU PNEU ROUE
506,REMPLACER - PNEU PNEU ROUE
507,INSTALLER - PNEU PNEU ROUE
508,REMPLACER - PNEU PNEU ROUE
509,REMPLACER - PNEU PNEU ROUE
510,INSTALLER - PNEU PNEU ROUE
511,INSTALLER - PNEU PNEU ROUE
512,INSTALLER - PNEU PNEU ROUE
513,INSTALLER - PNEU PNEU ROUE
514,INSTALLER - PNEU PNEU ROUE
515,REMPLACER - PNEU PNEU ROUE
516,REMPLACER - PNEU PNEU ROUE
517,INSTALLER - PNEU PNEU ROUE
518,REMPLACER - PNEU PNEU ROUE
519,INSTALLER - PNEU PNEU ROUE
520,REMPLACER - PNEU PNEU ROUE
521,REMPLACER - PNEU PNEU ROUE
522,REMPLACER - PNEU PNEU ROUE
523,REMPLACER - PNEU PNEU ROUE
524,REMPLACER - PNEU PNEU ROUE
525,REMPLACER - PNEU PNEU ROUE
526,INSTALLER - PNEU PNEU ROUE
527,REMPLACER - PNEU PNEU ROUE
528,REMPLACER - DISQUES
529,RÉPARER - ESPAR
530,RÉPARER - SUPPORT D'ÉCHAPPEMENT
531,NETTOYER / LAVER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - DISQUES
532,RÉPARER - VANAIR
533,AJUSTER - TAMBOURS,RÉPARER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT,AJUSTER - PNEU PNEU ROUE,AJUSTER - COMPRESSEUR,RÉPARER - GYROPHARE,MODIFIER - VALVE DE SUSPENSION
534,MODIFIER - TUYAUX,RÉPARER - HUILE + FILTRE,NETTOYER / LAVER - FUITE HUILE,VÉRIFIER - VANAIR
535,AJUSTER - COMPRESSEUR,REMPLACER - SOUDEUSE
536,RÉPARER - FABRIQUE SYSTÈME ÉLECTRIQUE,AJUSTER - PNEU ROULEMENT DE ROUE (bearing de roue) ROUE
537,REMPLACER - CHASSIS PIÈCE CARROSSERIE
538,VÉRIFIER - CODE DÉFAUT MOTEUR (Fault code)
539,RÉPARER - FILAGE ÉLECTRIQUE
540,REMPLACER - DISQUES,REMPLACER - BARRE D'ACCOUPLEMENT,REMPLACER - TENSIONNEUR
541,REMPLACER - BRAS DE RENVOI
542,REMPLACER - RÉSISTANCE
543,AJUSTER - RÉGLEUR (Slack ajuster),AJUSTER - PNEU ROULEMENT DE ROUE (bearing de roue) ROUE
544,MODIFIER - VALVE DE SUSPENSION,NETTOYER / LAVER - FUITE HUILE,AJUSTER - PNEU PNEU ROUE,VÉRIFIER - VANAIR,AJUSTER - COMPRESSEUR À AIR
545,RÉPARER - CODE DÉFAUT MOTEUR (Fault code)
546,REMPLACER - TRANSMISSION HUILE (entretien) + FILTRE BOÎTE DE TRANSFERT
547,REMPLACER - ESSUIE-GLACE
548,REMPLACER - ESSUIE-GLACE
549,RÉPARER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - ESSUIE-GLACE,NETTOYER / LAVER - CHASSIS INSPECTION VISUEL CARROSSERIE,NETTOYER / LAVER - BATTERIE
550,REMPLACER - MISE AU POINT (Tune -up)
551,RÉPARER - FUITE HUILE
552,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
553,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
554,RÉPARER - FLÈCHE SIGNALÉTIQUE
555,RÉPARER - FILAGE ÉLECTRIQUE,REMPLACER - PNEU PNEU ROUE,RÉPARER - SYSTÈME DE KLAXON
556,RÉPARER - FILAGE ÉLECTRIQUE
557,REMPLACER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - RÉSISTANCE
558,REMPLACER - COMPRESSEUR
559,REMPLACER - TENSIONNEUR
560,AJUSTER - FILAGE ÉLECTRIQUE
561,NETTOYER / LAVER - ESPAR
562,RÉPARER - GYROPHARE
563,AJUSTER - PNEU PNEU ROUE,REMPLACER - SUPPORT D'ÉCHAPPEMENT
564,REMPLACER - DISQUES
565,RÉPARER - ESPAR,REMPLACER - FILAGE ÉLECTRIQUE
566,REMPLACER - SABOTS
567,REMPLACER - VANAIR
568,REMPLACER - FILAGE ÉLECTRIQUE
569,REMPLACER - GYROPHARE
570,INSTALLER - AJUSTEMENT D'USAGE
571,INSTALLER - AJUSTEMENT D'USAGE
572,AJUSTER - CHASSIS PIÈCE CARROSSERIE
573,PEINTURER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
574,RÉPARER - FABRIQUE SYSTÈME ÉLECTRIQUE
575,REMPLACER - VANAIR
576,REMPLACER - DISQUES
577,REMPLACER - VANAIR
578,RÉPARER - SUPPORT D'ÉCHAPPEMENT
579,REMPLACER - FILAGE ÉLECTRIQUE
580,AJUSTER - PNEU ROULEMENT DE ROUE (bearing de roue) ROUE,INSPECTER VISUELLEMENT - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
581,PEINTURER - CHASSIS FINITION PEINTURE CARROSSERIE
582,REMPLACER - CHASSIS PIÈCE CARROSSERIE
583,REMPLACER - ESSUIE-GLACE,REMPLACER - AMORTISSEUR,REMPLACER - COMPOSANTE MAJEURE DU MOTEUR,RÉPARER - FILAGE ÉLECTRIQUE,INSTALLER - FILAGE ÉLECTRIQUE
584,NETTOYER / LAVER - BATTERIE,RÉPARER - CHASSIS PIÈCE CARROSSERIE,RÉPARER - COMPRESSEUR
585,REMPLACER - AXE DE FUSÉE (King pin),REMPLACER - TUYAUX
586,REMPLACER - ALTERNATEUR
587,NETTOYER / LAVER - ESPAR
588,REMPLACER - BATTERIE
589,REMPLACER - FABRIQUE SYSTÈME ÉLECTRIQUE
590,NETTOYER / LAVER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT
591,RÉPARER - ESPAR
592,RÉPARER - VANAIR
593,REMPLACER - GYROPHARE
594,REMPLACER - INSTRUMENT TABLEAU DE BORD (Gauge dash)
595,REMPLACER - LUMIÈRE DE JOUR (Day running light)
596,REMPLACER - FABRIQUE SYSTÈME ÉLECTRIQUE
597,RÉPARER - FILAGE ÉLECTRIQUE
598,REMPLACER - SYSTÈME ESSUIE-GLACE ET LAVE VITRE
599,PEINTURER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
600,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
601,REMPLACER - ESSUIE-GLACE
602,REMPLACER - ESSUIE-GLACE
603,REMPLACER - ESSUIE-GLACE,RÉPARER - ESPAR
604,REMPLACER - RÉGLEUR (Slack ajuster)
605,REMPLACER - ESSUIE-GLACE
606,REMPLACER - CHANGEMENT D'HUILE
607,REMPLACER - BRAS D'ESSUIE-GLACE
608,REMPLACER - ALTERNATEUR
609,REMPLACER - FABRIQUE SYSTÈME ÉLECTRIQUE
610,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
611,RÉPARER - TRANSMISSION REFROIDISSEMENT À HUILE (Oil cooler) BOÎTE DE TRANSFERT
612,REMPLACER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
613,RÉPARER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
614,REMPLACER - VANAIR
615,REMPLACER - CHANGEMENT D'HUILE
616,REMPLACER - DISQUES
617,REMPLACER - PLAQUETTES
618,REMPLACER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - CHASSIS PIÈCE CARROSSERIE
619,RÉPARER - RÉSERVOIR
620,REMPLACER - CHASSIS PIÈCE CARROSSERIE
621,REMPLACER - PNEU PNEU ROUE
622,PEINTURER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
623,INSTALLER - CHASSIS PIÈCE CARROSSERIE
624,INSTALLER - CHASSIS PIÈCE CARROSSERIE
625,INSTALLER - AJUSTEMENT D'USAGE
626,REMPLACER - FILAGE ÉLECTRIQUE
627,REMPLACER - ALTERNATEUR
628,MODIFIER - ESPAR
629,REMPLACER - GYROPHARE
630,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
631,NETTOYER / LAVER - ESPAR
632,REMPLACER - GYROPHARE
633,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
634,PEINTURER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
635,REMPLACER - SYSTÈME D'ALARME
636,RÉPARER - SYSTÈME DE CAMÉRA
637,REMPLACER - JET DE LAVE-VITRE
638,REMPLACER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
639,REMPLACER - PNEU PNEU ROUE
640,RÉPARER - CODE DÉFAUT VANAIR (Fault code)
641,MODIFIER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
642,REMPLACER - ESSUIE-GLACE,REMPLACER - COMPOSANTE MAJEURE DU MOTEUR,REMPLACER - JET DE LAVE-VITRE
643,REMPLACER - TENSIONNEUR
644,REMPLACER - ALTERNATEUR
645,REMPLACER - ALTERNATEUR
646,REMPLACER - BATTERIE
647,REMPLACER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - GYROPHARE
648,REMPLACER - POMPE À SERVO-DIRECTION
649,AJUSTER - CHASSIS PIÈCE CARROSSERIE
650,RÉPARER - TUYAUX ET BOYAUX
651,AJUSTER - SABOTS
652,RÉPARER - PNEU PNEU ROUE
653,REMPLACER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - ESSUIE-GLACE,NETTOYER / LAVER - SABOTS,RÉPARER - FILAGE ÉLECTRIQUE,VÉRIFIER - FILAGE ÉLECTRIQUE
654,REMPLACER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - LUMIÈRE DE JOUR (Day running light),AJUSTER - COMPRESSEUR
655,RÉPARER - FILAGE ÉLECTRIQUE,REMPLACER - CHASSIS PIÈCE CARROSSERIE
656,NETTOYER / LAVER - DISQUES
657,REMPLACER - LUMIÈRE DE JOUR (Day running light)
658,INSTALLER - MISE AU POINT (Tune -up)
659,REMPLACER - MISE AU POINT (Tune -up)
660,REMPLACER - MISE AU POINT (Tune -up),REMPLACER - CHASSIS PIÈCE CARROSSERIE
661,PEINTURER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
662,PEINTURER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
663,REMPLACER - BATTERIE
664,RÉPARER - FILAGE ÉLECTRIQUE
665,REMPLACER - VANAIR
666,REMPLACER - SYSTÈME D'ALARME
667,REMPLACER - SYSTÈME D'ALARME
668,REMPLACER - SYSTÈME D'ALARME
669,RÉPARER - FILAGE ÉLECTRIQUE
670,RÉPARER - CHASSIS PIÈCE CARROSSERIE
671,REMPLACER - TRANSMISSION CONTRÔLE BOÎTE DE TRANSFERT
672,REMPLACER - GYROPHARE
673,REMPLACER - FUITE HUILE
674,RECHERCHER PANNE (diagnostic) - ESPAR
675,REMPLACER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
676,REMPLACER - FILAGE ÉLECTRIQUE
677,REMPLACER - BATTERIE
678,RÉPARER - TUYAUX
679,RÉPARER - FUITE HUILE,REMPLACER - TRANSMISSION HUILE (entretien) + FILTRE BOÎTE DE TRANSFERT
680,RÉPARER - BRAS D'ESSUIE-GLACE
681,REMPLACER - GYROPHARE,REMPLACER - PLAQUETTES
682,INSPECTER VISUELLEMENT - CHASSIS INSPECTION VISUEL CARROSSERIE
683,INSTALLER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
684,RÉPARER - AJUSTEMENT D'USAGE
685,INSTALLER - CHASSIS PIÈCE CARROSSERIE
686,REMPLACER - DÉMARREUR,REMPLACER - TENSIONNEUR
687,RÉPARER - BOYAUX À AIR
688,REMPLACER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - CHASSIS PIÈCE CARROSSERIE
689,PEINTURER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
690,REMPLACER - CHASSIS PIÈCE CARROSSERIE
691,REMPLACER - SYSTÈME D'ALARME
692,VÉRIFIER - COMPOSANTE MAJEURE DU MOTEUR
693,DÉBOSSELER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
694,REMPLACER - SYSTÈME DE CAMÉRA,REMPLACER - SYSTÈME DE CAMÉRA
695,REMPLACER - GYROPHARE
696,REMPLACER - AJUSTEMENT D'USAGE
697,REMPLACER - GYROPHARE
698,AJUSTER - ALTERNATEUR
699,REMPLACER - SYSTÈME D'ALARME
700,REMPLACER - GYROPHARE,REMPLACER - GYROPHARE
701,REMPLACER - CARBURANT+ FILTRE
702,REMPLACER - PNEU PNEU ROUE
703,RÉPARER - SYSTÈME D'ALARME
704,REMPLACER - PNEU PNEU ROUE
705,REMPLACER - PNEU ROULEMENT DE ROUE (bearing de roue) ROUE,REMPLACER - DISQUES
706,REMPLACER - HUILE + FILTRE
707,REMPLACER - DÉMARREUR
708,REMPLACER - JET DE LAVE-VITRE
709,INSTALLER - AJUSTEMENT D'USAGE
710,RÉPARER - FUITE HUILE
711,REMPLACER - SYSTÈME D'ALARME
712,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
713,REMPLACER - INSTRUMENT TABLEAU DE BORD (Gauge dash)
714,REMPLACER - GYROPHARE
715,REMPLACER - PLAQUETTES
716,VÉRIFIER - COMPOSANTE MAJEURE DU MOTEUR
717,INSTALLER - CHASSIS PIÈCE CARROSSERIE
718,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
719,PEINTURER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
720,REMPLACER - GYROPHARE
721,RÉPARER - INSTRUMENT TABLEAU DE BORD (Gauge dash)
722,REMPLACER - COLLECTEUR (Manifold)
723,PEINTURER - CHASSIS DÉMAQUILLER / IDENTIFIER CARROSSERIE
724,REMPLACER - RÉSERVOIR
725,REMPLACER - PNEU JOINT D'ESSIEU ROUE,VÉRIFIER - FILAGE ÉLECTRIQUE
726,RÉPARER - CHAUFFAGE CONTRÔLE SYSTÈME DE CLIMATISATION
727,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
728,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
729,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
730,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
731,MODIFIER - ALTERNATEUR
732,REMPLACER - ESSUIE-GLACE,REMPLACER - HUILE + FILTRE,AJUSTER - LAMES
733,RÉPARER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
734,REMPLACER - CHASSIS PIÈCE CARROSSERIE
735,AJUSTER - CHASSIS PIÈCE CARROSSERIE
736,PEINTURER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
737,RÉPARER - MISE AU POINT (Tune -up)
738,REMPLACER - DISQUES
739,REMPLACER - VANAIR
740,REMPLACER - ÉTRIERS,AJUSTER - AJUSTEMENT D'USAGE
741,RÉPARER - TAMBOURS,REMPLACER - MISE AU POINT (Tune -up)
742,REMPLACER - PNEU PNEU ROUE
743,RÉPARER - AJUSTEMENT D'USAGE
744,SOUDER - AJUSTEMENT D'USAGE
745,REMPLACER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
746,REMPLACER - PNEU PNEU ROUE,REMPLACER - PNEU PNEU ROUE
747,RÉPARER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
748,REMPLACER - BATTERIE
749,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
750,REMPLACER - PNEU PNEU ROUE
751,RÉPARER - AJUSTEMENT D'USAGE
752,AJUSTER - PNEU PNEU ROUE,REMPLACER - MISE AU POINT (Tune -up),MODIFIER - AIR DRYER,AJUSTER - ALTERNATEUR,REMPLACER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT,RÉPARER - BOYAUX À SERVO-DIRECTION,RÉPARER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - MISE AU POINT (Tune -up),RÉPARER - FILAGE ÉLECTRIQUE
753,VÉRIFIER - ALTERNATEUR
754,REMPLACER - ESSUIE-GLACE
755,TOURNER / MACHINER / FABRIQUER - FABRIQUE SYSTÈME ÉLECTRIQUE
756,AJUSTER - PNEU ROULEMENT DE ROUE (bearing de roue) ROUE,MODIFIER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE,REMPLACER - LUMIÈRE DE JOUR (Day running light)
757,REMPLACER - PNEU PNEU ROUE
758,RÉPARER - BARRE STABILISATRICE
759,MODIFIER - AJUSTEMENT D'USAGE
760,INSPECTER VISUELLEMENT - CHASSIS INSPECTION VISUEL CARROSSERIE
761,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE
762,REMPLACER - FLÈCHE SIGNALÉTIQUE
763,RÉPARER - CRÉMAILLÈRE
764,REMPLACER - SYSTÈME DE CAMÉRA
765,RÉPARER - FILAGE ÉLECTRIQUE
766,REMPLACER - PLAQUETTES,REMPLACER - DISQUES
767,REMPLACER - CHAUFFAGE CONTRÔLE SYSTÈME DE CLIMATISATION,REMPLACER - SYSTÈME ESSUIE-GLACE ET LAVE VITRE,VÉRIFIER - BATTERIE
768,REMPLACER - ESSUIE-GLACE,RÉPARER - LAMES,AJUSTER - AJUSTEMENT D'USAGE
769,ESSAI  ROUTIER - Programme Entretien Préventif
770,RECHERCHER PANNE (diagnostic) - FLÈCHE SIGNALÉTIQUE
771,MODIFIER - ALTERNATEUR
772,RÉPARER - AJUSTEMENT D'USAGE
773,AJUSTER - SYSTÈME D'ALARME,AJUSTER - LIQUIDE REFROIDISSEMENT (entret.)+FILTRE,RÉPARER - TUYAUX,RÉPARER - LAMES,AJUSTER - SABOTS,VÉRIFIER - POMPE À SERVO-DIRECTION,AJUSTER - SABOTS
774,RÉPARER - FUITE HUILE
775,DÉBOSSELER - CHASSIS RÉPARATION / DÉBOSSELAGE CARROSSERIE,REMPLACER - JOINT UNIVERSEL DE COLONNE
776,REMPLACER - REFROIDISSEMENT HUILE,REMPLACER - POMPE HYDRAULIQUE SYSTÈME ASSISTÉ,REMPLACER - POMPE À SERVO-DIRECTION,REMPLACER - BARRE D'ACCOUPLEMENT,REMPLACER - SYSTÈME DE KLAXON
777,RÉPARER - GYROPHARE
778,REMPLACER - DISQUES
779,REMPLACER - TABLE DE SUSPENSION
780,RÉPARER - AJUSTEMENT D'USAGE
781,REMPLACER - PELLE (Pépine)
782,INSTALLER - CHASSIS FINITION PEINTURE CARROSSERIE
783,RÉPARER - VALVE DE SUSPENSION,RÉPARER - VANAIR,RÉPARER - FILAGE ÉLECTRIQUE,AJUSTER - COMPRESSEUR
784,RÉPARER - CHASSIS PIÈCE CARROSSERIE,REMPLACER - EMBOUTS EXTÉRIEURS
785,RÉPARER - CHASSIS PIÈCE CARROSSERIE
786,RÉPARER - CODE DÉFAUT VANAIR (Fault code),RÉPARER - CODE DÉFAUT VANAIR (Fault code)
787,REMPLACER - CHASSIS PIÈCE CARROSSERIE
788,RÉPARER - GYROPHARE
789,REMPLACER - ALTERNATEUR
790,REMPLACER - ALTERNATEUR,RÉPARER - ALTERNATEUR
791,VÉRIFIER - BATTERIE
792,RÉPARER - SERVO FREIN (Hydra boost)
793,REMPLACER - TUYAUX
794,RÉPARER - FILAGE ÉLECTRIQUE
795,REMPLACER - GYROPHARE
796,VÉRIFIER - TURBO
797,ESSAI  ROUTIER - Programme Entretien Préventif,REMPLACER - ESSUIE-GLACE,VÉRIFIER - TRANSMISSION TRANSMISSION AUTOMATIQUE BOÎTE DE TRANSFERT
798,REMPLACER - MISE AU POINT (Tune -up)
799,VÉRIFIER - AMORTISSEUR,VÉRIFIER - BARRE STABILISATRICE
800,VÉRIFIER - CODE DÉFAUT MOTEUR (Fault code)
801,REMPLACER - PLAQUETTES
